0.075	0.925	0.00052943
0.075	0.965	-0.0015982
0.075	0.995	-0.00081747
0.105	0.005	0.00049375
0.105	0.035	0.00045477
0.105	0.075	-0.0008186
0.105	0.105	0.001229
0.105	0.145	0.0060959
0.105	0.175	0.02308
0.105	0.205	0.05399
0.105	0.245	0.10126
0.105	0.275	0.12052
0.105	0.315	0.12078
0.105	0.345	0.10935
0.105	0.385	0.065355
0.105	0.415	0.035497
0.105	0.445	0.012928
0.105	0.485	0.00079936
0.105	0.515	0.00015939
0.105	0.555	0.0010957
0.105	0.585	0.0021492
0.105	0.615	0.00031695
0.105	0.655	-0.00058291
0.105	0.685	6.8059e-05
0.105	0.725	2.6013e-05
0.105	0.755	-0.0012353
0.105	0.795	-0.0035538
0.105	0.825	0.00012402
0.105	0.855	0.00076748
0.105	0.895	-0.00025602
0.105	0.925	-0.00057163
0.105	0.965	-0.00031705
0.105	0.995	0.00099221
0.145	0.005	0.00028506
0.145	0.035	0.00094042
0.145	0.075	0.00099193
0.145	0.105	0.0062813
0.145	0.145	0.047414
0.145	0.175	0.11109
0.145	0.205	0.15278
0.145	0.245	0.13646
0.145	0.275	0.10525
0.145	0.315	0.098714
0.145	0.345	0.12518
0.145	0.385	0.15637
0.145	0.415	0.13026
0.145	0.445	0.065818
0.145	0.485	0.01486
0.145	0.515	0.00063403
0.145	0.555	-0.00044815
0.145	0.585	0.00028115
0.145	0.615	0.00093424
0.145	0.655	-0.00081669
0.145	0.685	0.0011568
0.145	0.725	-0.0012912
0.145	0.755	-0.0010945
0.145	0.795	-0.0001151
0.145	0.825	0.0031913
0.145	0.855	-0.00042046
0.145	0.895	-0.0010942
0.145	0.925	-0.00056146
0.145	0.965	0.00061362
0.145	0.995	-4.2419e-05
0.175	0.005	0.00071808
0.175	0.035	0.0027603
0.175	0.075	-0.00093936
0.175	0.105	0.020981
0.175	0.145	0.11067
0.175	0.175	0.15556
0.175	0.205	0.10645
0.175	0.245	-0.0096933
0.175	0.275	-0.051672
0.175	0.315	-0.060127
0.175	0.345	-0.029057
0.175	0.385	0.072374
0.175	0.415	0.14814
0.175	0.445	0.13423
0.175	0.485	0.04014
0.175	0.515	0.0061853
0.175	0.555	0.0031589
0.175	0.585	-0.00057763
0.175	0.615	0.0029444
0.175	0.655	0.00096578
0.175	0.685	-0.0020011
0.175	0.725	-0.00075514
0.175	0.755	-0.0013642
0.175	0.795	0.0010275
0.175	0.825	-0.00036203
0.175	0.855	-0.0011136
0.175	0.895	-0.00070818
0.175	0.925	0.001313
0.175	0.965	-9.4335e-06
0.175	0.995	-0.00042464
0.205	0.005	0.0019996
0.205	0.035	0.0027801
0.205	0.075	0.0079744
0.205	0.105	0.054116
0.205	0.145	0.15224
0.205	0.175	0.10373
0.205	0.205	-0.02157
0.205	0.245	-0.10165
0.205	0.275	-0.10143
0.205	0.315	-0.10001
0.205	0.345	-0.10752
0.205	0.385	-0.053985
0.205	0.415	0.064233
0.205	0.445	0.15364
0.205	0.485	0.081667
0.205	0.515	0.017239
0.205	0.555	0.0021088
0.205	0.585	0.00054895
0.205	0.615	0.0017147
0.205	0.655	0.0019592
0.205	0.685	-0.00018164
0.205	0.725	-0.00054079
0.205	0.755	-0.0019489
0.205	0.795	0.0015427
0.205	0.825	-0.0034269
0.205	0.855	-0.0012911
0.205	0.895	-0.00068999
0.205	0.925	-0.00033115
0.205	0.965	-0.0029529
0.205	0.995	0.0011948
0.245	0.005	0.0015531
0.245	0.035	0.0014334
0.245	0.075	0.024568
0.245	0.105	0.098052
0.245	0.145	0.13432
0.245	0.175	-0.012471
0.245	0.205	-0.099396
0.245	0.245	-0.079958
0.245	0.275	-0.062339
0.245	0.315	-0.06168
0.245	0.345	-0.073799
0.245	0.385	-0.10417
0.245	0.415	-0.052016
0.245	0.445	0.093516
0.245	0.485	0.13025
0.245	0.515	0.042739
0.245	0.555	0.0015533
0.245	0.585	-7.3687e-05
0.245	0.615	0.0012793
0.245	0.655	-0.00071888
0.245	0.685	0.0024927
0.245	0.725	0.0015647
0.245	0.755	-0.00098865
0.245	0.795	-0.0028412
0.245	0.825	0.0011801
0.245	0.855	-0.0037111
0.245	0.895	-0.0026999
0.245	0.925	0.00058191
0.245	0.965	0.00035601
0.245	0.995	-0.00073217
0.275	0.005	-0.000197
0.275	0.035	-0.002042
0.275	0.075	0.031861
0.275	0.105	0.11865
0.275	0.145	0.10474
0.275	0.175	-0.054234
0.275	0.205	-0.10166
0.275	0.245	-0.067226
0.275	0.275	-0.049503
0.275	0.315	-0.048357
0.275	0.345	-0.055077
0.275	0.385	-0.096503
0.275	0.415	-0.086353
0.275	0.445	0.051035
0.275	0.485	0.14628
0.275	0.515	0.05574
0.275	0.555	0.0021505
0.275	0.585	-0.00081887
0.275	0.615	-0.00069267
0.275	0.655	0.0013098
0.275	0.685	0.0031283
0.275	0.725	-0.0027293
0.275	0.755	-0.0014834
0.275	0.795	-0.0016174
0.275	0.825	4.0914e-05
0.275	0.855	0.0012914
0.275	0.895	-0.002647
0.275	0.925	-0.00041586
0.275	0.965	2.6282e-05
0.275	0.995	-0.0012873
0.315	0.005	-0.00248
0.315	0.035	-0.0013305
0.315	0.075	0.033833
0.315	0.105	0.12352
0.315	0.145	0.099133
0.315	0.175	-0.060193
0.315	0.205	-0.10142
0.315	0.245	-0.061123
0.315	0.275	-0.05006
0.315	0.315	-0.047406
0.315	0.345	-0.055246
0.315	0.385	-0.090845
0.315	0.415	-0.094307
0.315	0.445	0.04526
0.315	0.485	0.14799
0.315	0.515	0.058485
0.315	0.555	0.0057961
0.315	0.585	-0.00054548
0.315	0.615	0.002261
0.315	0.655	0.00033735
0.315	0.685	-0.0010589
0.315	0.725	0.0020891
0.315	0.755	0.0023718
0.315	0.795	0.0005682
0.315	0.825	-0.00070053
0.315	0.855	0.0027439
0.315	0.895	0.0013832
0.315	0.925	-0.002678
0.315	0.965	0.00048649
0.315	0.995	0.00025929
0.345	0.005	0.0015911
0.345	0.035	0.0010542
0.345	0.075	0.028121
0.345	0.105	0.10893
0.345	0.145	0.12715
0.345	0.175	-0.026577
0.345	0.205	-0.10528
0.345	0.245	-0.075517
0.345	0.275	-0.054476
0.345	0.315	-0.054743
0.345	0.345	-0.065115
0.345	0.385	-0.10094
0.345	0.415	-0.069783
0.345	0.445	0.077428
0.345	0.485	0.13731
0.345	0.515	0.048483
0.345	0.555	0.0040279
0.345	0.585	-0.00022142
0.345	0.615	-0.0037985
0.345	0.655	0.0016128
0.345	0.685	0.00042553
0.345	0.725	-0.00067851
0.345	0.755	0.0039896
0.345	0.795	0.00065497
0.345	0.825	-0.0012667
0.345	0.855	-2.8738e-05
0.345	0.895	-0.0010883
0.345	0.925	0.0013572
0.345	0.965	-0.0015446
0.345	0.995	0.00085597
0.385	0.005	0.0038326
0.385	0.035	-0.0018763
0.385	0.075	0.01046
0.385	0.105	0.064134
0.385	0.145	0.15659
0.385	0.175	0.073286
0.385	0.205	-0.05537
0.385	0.245	-0.10611
0.385	0.275	-0.096317
0.385	0.315	-0.092518
0.385	0.345	-0.10315
0.385	0.385	-0.082097
0.385	0.415	0.027009
0.385	0.445	0.14846
0.385	0.485	0.096834
0.385	0.515	0.023962
0.385	0.555	-0.00067051
0.385	0.585	-0.0013231
0.385	0.615	-0.0025436
0.385	0.655	0.0016285
0.385	0.685	-1.9167e-05
0.385	0.725	-0.0011131
0.385	0.755	0.0011426
0.385	0.795	0.00090721
0.385	0.825	0.0015446
0.385	0.855	0.0015805
0.385	0.895	-0.0017498
0.385	0.925	0.00036574
0.385	0.965	0.0006368
0.385	0.995	-0.0043854
0.415	0.005	-0.0025169
0.415	0.035	0.0011615
0.415	0.075	0.0057558
0.415	0.105	0.03136
0.415	0.145	0.1283
0.415	0.175	0.15085
0.415	0.205	0.061307
0.415	0.245	-0.055727
0.415	0.275	-0.087278
0.415	0.315	-0.089711
0.415	0.345	-0.07125
0.415	0.385	0.027233
0.415	0.415	0.13204
0.415	0.445	0.14729
0.415	0.485	0.05326
0.415	0.515	0.0099348
0.415	0.555	-0.0022692
0.415	0.585	-0.0018053
0.415	0.615	-0.00038097
0.415	0.655	-0.0006731
0.415	0.685	-0.00082713
0.415	0.725	-0.00011251
0.415	0.755	0.00080659
0.415	0.795	-0.0023798
0.415	0.825	0.0021861
0.415	0.855	-0.0031058
0.415	0.895	0.00043333
0.415	0.925	0.0016822
0.415	0.965	-0.0015541
0.415	0.995	-0.0017748
0.445	0.005	0.00095665
0.445	0.035	0.00010896
0.445	0.075	0.0014996
0.445	0.105	0.0091814
0.445	0.145	0.068094
0.445	0.175	0.13187
0.445	0.205	0.1537
0.445	0.245	0.09438
0.445	0.275	0.053546
0.445	0.315	0.043841
0.445	0.345	0.079557
0.445	0.385	0.14545
0.445	0.415	0.14563
0.445	0.445	0.091507
0.445	0.485	0.016878
0.445	0.515	0.0017278
0.445	0.555	0.0012351
0.445	0.585	0.0015016
0.445	0.615	-0.0010568
0.445	0.655	0.0031535
0.445	0.685	0.0016148
0.445	0.725	0.00028465
0.445	0.755	-0.00016255
0.445	0.795	0.0015562
0.445	0.825	-0.0018032
0.445	0.855	0.0012611
0.445	0.895	0.0012674
0.445	0.925	0.0015321
0.445	0.965	-0.0025156
0.445	0.995	0.0022689
0.485	0.005	0.00042661
0.485	0.035	-7.2324e-05
0.485	0.075	0.0013216
0.485	0.105	0.00052741
0.485	0.145	0.011714
0.485	0.175	0.039623
0.485	0.205	0.081853
0.485	0.245	0.13059
0.485	0.275	0.144
0.485	0.315	0.14878
0.485	0.345	0.13834
0.485	0.385	0.094354
0.485	0.415	0.050438
0.485	0.445	0.016797
0.485	0.485	0.0012478
0.485	0.515	0.0011339
0.485	0.555	-0.0012167
0.485	0.585	-0.0021507
0.485	0.615	-0.00055868
0.485	0.655	-0.002427
0.485	0.685	0.00011127
0.485	0.725	-6.826e-05
0.485	0.755	-0.00012594
0.485	0.795	0.0013718
0.485	0.825	0.0013076
0.485	0.855	0.00030138
0.485	0.895	0.00032405
0.485	0.925	-0.0023107
0.485	0.965	-0.0010789
0.485	0.995	0.0024582
0.515	0.005	0.0025698
0.515	0.035	-0.00033488
0.515	0.075	0.00016285
0.515	0.105	0.00029833
0.515	0.145	0.0013802
0.515	0.175	0.0067128
0.515	0.205	0.018129
0.515	0.245	0.041747
0.515	0.275	0.055326
0.515	0.315	0.060074
0.515	0.345	0.048441
0.515	0.385	0.023105
0.515	0.415	0.009027
0.515	0.445	0.0032671
0.515	0.485	-0.00061243
0.515	0.515	0.0034441
0.515	0.555	-0.00059864
0.515	0.585	-0.00031484
0.515	0.615	0.00296
0.515	0.655	-0.0019124
0.515	0.685	0.0024166
0.515	0.725	0.00012019
0.515	0.755	0.0018445
0.515	0.795	0.0017661
0.515	0.825	-0.0032002
0.515	0.855	-0.0032347
0.515	0.895	0.00016405
0.515	0.925	0.00171
0.515	0.965	-0.00099757
0.515	0.995	-0.00076265
0.555	0.005	0.002073
0.555	0.035	0.00028545
0.555	0.075	-0.0017458
0.555	0.105	-0.0006092
0.555	0.145	0.0011206
0.555	0.175	-0.0016743
0.555	0.205	0.0026464
0.555	0.245	0.00050009
0.555	0.275	0.001853
0.555	0.315	0.0025505
0.555	0.345	0.0016046
0.555	0.385	0.0018724
0.555	0.415	-0.00063029
0.555	0.445	0.0001283
0.555	0.485	0.00057265
0.555	0.515	-0.001335
0.555	0.555	-0.0001182
0.555	0.585	0.00042713
0.555	0.615	-0.0010045
0.555	0.655	-0.00046998
0.555	0.685	0.00055409
0.555	0.725	0.0004457
0.555	0.755	0.0018212
0.555	0.795	-0.00080419
0.555	0.825	0.00047467
0.555	0.855	-0.0005984
0.555	0.895	0.00088209
0.555	0.925	0.00039372
0.555	0.965	-0.00023611
0.555	0.995	-0.0018227
0.585	0.005	0.00039928
0.585	0.035	-0.00033975
0.585	0.075	0.0013751
0.585	0.105	0.0009094
0.585	0.145	-4.9308e-05
0.585	0.175	0.0023073
0.585	0.205	-0.00016119
0.585	0.245	0.00052682
0.585	0.275	-0.0004946
0.585	0.315	0.0033052
0.585	0.345	0.0025908
0.585	0.385	0.0015318
0.585	0.415	0.0032436
0.585	0.445	0.0028735
0.585	0.485	8.4623e-05
0.585	0.515	9.9522e-06
0.585	0.555	-0.00048177
0.585	0.585	-0.00089833
0.585	0.615	0.001186
0.585	0.655	0.0014838
0.585	0.685	-0.0013675
0.585	0.725	-8.3508e-05
0.585	0.755	0.0020985
0.585	0.795	-0.00024358
0.585	0.825	0.00278
0.585	0.855	-0.0019896
0.585	0.895	-0.00082425
0.585	0.925	4.8768e-05
0.585	0.965	0.0014947
0.585	0.995	-0.00094592
0.615	0.005	0.0019263
0.615	0.035	0.0012905
0.615	0.075	-5.5721e-05
0.615	0.105	-0.0023558
0.615	0.145	-0.0012341
0.615	0.175	0.0011809
0.615	0.205	-0.00075491
0.615	0.245	-0.0016689
0.615	0.275	-0.00022934
0.615	0.315	0.00031988
0.615	0.345	0.00017621
0.615	0.385	-0.0019899
0.615	0.415	-0.0011541
0.615	0.445	-0.00032297
0.615	0.485	0.0010387
0.615	0.515	0.0008634
0.615	0.555	-0.0040525
0.615	0.585	0.00081045
0.615	0.615	-0.0007984
0.615	0.655	0.0021674
0.615	0.685	0.0011869
0.615	0.725	0.0016998
0.615	0.755	0.00034039
0.615	0.795	-0.00076291
0.615	0.825	-0.00057158
0.615	0.855	0.0027258
0.615	0.895	-0.00019374
0.615	0.925	0.0020211
0.615	0.965	0.00020949
0.615	0.995	-0.0018402
0.655	0.005	0.0013255
0.655	0.035	0.00028061
0.655	0.075	-0.00093171
0.655	0.105	-0.002054
0.655	0.145	0.0023349
0.655	0.175	-0.00038879
0.655	0.205	-0.00069947
0.655	0.245	0.0016404
0.655	0.275	-0.00027401
0.655	0.315	0.0029646
0.655	0.345	-0.0002079
0.655	0.385	2.7013e-05
0.655	0.415	0.00087948
0.655	0.445	0.00042638
0.655	0.485	-0.0005443
0.655	0.515	0.00015612
0.655	0.555	-0.0013457
0.655	0.585	-7.0361e-05
0.655	0.615	-0.00076183
0.655	0.655	0.00181
0.655	0.685	0.0021844
0.655	0.725	0.003056
0.655	0.755	-0.00037804
0.655	0.795	0.0017002
0.655	0.825	0.0014158
0.655	0.855	-0.00064553
0.655	0.895	-0.0022084
0.655	0.925	0.002332
0.655	0.965	-0.00058086
0.655	0.995	-0.0002519
0.685	0.005	0.00074932
0.685	0.035	-0.0017032
0.685	0.075	-7.4683e-05
0.685	0.105	-0.00024431
0.685	0.145	0.00058323
0.685	0.175	-0.00071944
0.685	0.205	-0.00050268
0.685	0.245	0.0016333
0.685	0.275	0.0006718
0.685	0.315	6.5471e-05
0.685	0.345	-0.0044564
0.685	0.385	0.0026081
0.685	0.415	-0.00058802
0.685	0.445	-0.0017537
0.685	0.485	-0.0012431
0.685	0.515	-0.0012521
0.685	0.555	-0.001907
0.685	0.585	0.00093595
0.685	0.615	-0.00047646
0.685	0.655	-0.00011076
0.685	0.685	-0.00030424
0.685	0.725	-0.00099061
0.685	0.755	-0.0011763
0.685	0.795	0.00031769
0.685	0.825	-7.6879e-05
0.685	0.855	0.0021137
0.685	0.895	3.0838e-05
0.685	0.925	-0.00068273
0.685	0.965	-0.0016934
0.685	0.995	0.00062561
0.725	0.005	-0.00044906
0.725	0.035	0.0017693
0.725	0.075	-0.00019647
0.725	0.105	0.00053865
0.725	0.145	0.00275
0.725	0.175	-0.0030854
0.725	0.205	-0.0031091
0.725	0.245	0.00013994
0.725	0.275	-0.00079395
0.725	0.315	-0.00012418
0.725	0.345	0.0017982
0.725	0.385	-0.0012175
0.725	0.415	0.0021077
0.725	0.445	-0.00070396
0.725	0.485	-0.0013688
0.725	0.515	-0.00025823
0.725	0.555	-0.0021077
0.725	0.585	0.00084889
0.725	0.615	0.00060989
0.725	0.655	-0.0012652
0.725	0.685	0.00089371
0.725	0.725	0.00059005
0.725	0.755	0.00049129
0.725	0.795	-0.0020961
0.725	0.825	-0.00062057
0.725	0.855	0.0025168
0.725	0.895	-0.0015747
0.725	0.925	0.0016186
0.725	0.965	-0.0020187
0.725	0.995	-0.0018393
0.755	0.005	-0.00089919
0.755	0.035	-0.0019793
0.755	0.075	0.00093855
0.755	0.105	-0.00051504
0.755	0.145	0.0011481
0.755	0.175	0.0019013
0.755	0.205	0.00011402
0.755	0.245	0.0015792
0.755	0.275	-0.00065924
0.755	0.315	0.00067354
0.755	0.345	-0.0011521
0.755	0.385	-0.00041525
0.755	0.415	-0.0039692
0.755	0.445	0.0012078
0.755	0.485	-0.0021998
0.755	0.515	0.00073517
0.755	0.555	-0.0032695
0.755	0.585	-0.0014423
0.755	0.615	0.0039179
0.755	0.655	0.00084646
0.755	0.685	-0.00083083
0.755	0.725	-0.0014216
0.755	0.755	0.0024376
0.755	0.795	-0.0017935
0.755	0.825	-0.0012804
0.755	0.855	0.00127
0.755	0.895	0.0027911
0.755	0.925	-0.0011682
0.755	0.965	0.0018257
0.755	0.995	0.00070706
0.795	0.005	0.00065078
0.795	0.035	-0.0025795
0.795	0.075	-0.0015316
0.795	0.105	0.00067367
0.795	0.145	0.0038269
0.795	0.175	-0.00032874
0.795	0.205	0.001407
0.795	0.245	-0.00026518
0.795	0.275	0.00031663
0.795	0.315	0.00027889
0.795	0.345	0.0013322
0.795	0.385	0.00067043
0.795	0.415	0.00059821
0.795	0.445	0.00090599
0.795	0.485	-0.0019801
0.795	0.515	-1.2111e-05
0.795	0.555	-0.0017502
0.795	0.585	-0.0026375
0.795	0.615	0.0012645
0.795	0.655	0.0012601
0.795	0.685	-0.0012379
0.795	0.725	0.00037964
0.795	0.755	-0.0027102
0.795	0.795	0.0012681
0.795	0.825	-0.0016598
0.795	0.855	-3.0109e-05
0.795	0.895	9.5279e-05
0.795	0.925	0.0010742
0.795	0.965	-0.00033289
0.795	0.995	-0.0024472
0.825	0.005	-0.001127
0.825	0.035	-0.0018519
0.825	0.075	-0.0023439
0.825	0.105	-0.001279
0.825	0.145	-0.0025908
0.825	0.175	0.0037476
0.825	0.205	0.00041614
0.825	0.245	0.00078819
0.825	0.275	-0.00049058
0.825	0.315	0.0033834
0.825	0.345	-0.0019618
0.825	0.385	0.00074746
0.825	0.415	-0.0022567
0.825	0.445	0.0001834
0.825	0.485	-0.0007287
0.825	0.515	-0.0012579
0.825	0.555	0.0017096
0.825	0.585	-0.0016229
0.825	0.615	0.0014923
0.825	0.655	-0.00023563
0.825	0.685	-0.0025814
0.825	0.725	0.00014715
0.825	0.755	0.001096
0.825	0.795	-0.0019073
0.825	0.825	0.00020081
0.825	0.855	0.0016875
0.825	0.895	-0.00025769
0.825	0.925	-0.00044991
0.825	0.965	0.0017682
0.825	0.995	-0.0001323
0.855	0.005	-0.0018497
0.855	0.035	-3.6338e-05
0.855	0.075	0.002858
0.855	0.105	-0.0015966
0.855	0.145	-7.889e-05
0.855	0.175	0.0022996
0.855	0.205	0.0013598
0.855	0.245	-0.0026995
0.855	0.275	-0.003684
0.855	0.315	-0.00099479
0.855	0.345	-0.00079113
0.855	0.385	0.00049989
0.855	0.415	0.0013656
0.855	0.445	0.00058079
0.855	0.485	-0.00096464
0.855	0.515	0.0011472
0.855	0.555	0.001811
0.855	0.585	-0.0010159
0.855	0.615	0.003778
0.855	0.655	0.0013373
0.855	0.685	-0.0052289
0.855	0.725	-0.00018906
0.855	0.755	-0.0033264
0.855	0.795	-0.000299
0.855	0.825	-0.0010176
0.855	0.855	0.0012493
0.855	0.895	-0.00067568
0.855	0.925	-0.0019107
0.855	0.965	0.0023508
0.855	0.995	0.00011424
0.895	0.005	0.00053008
0.895	0.035	0.0046878
0.895	0.075	-0.001263
0.895	0.105	-0.00020269
0.895	0.145	-0.0010384
0.895	0.175	-0.0012352
0.895	0.205	0.0011474
0.895	0.245	0.0014339
0.895	0.275	0.0016515
0.895	0.315	-0.00042898
0.895	0.345	-0.0014786
0.895	0.385	0.00076436
0.895	0.415	-0.0022339
0.895	0.445	-0.00022521
0.895	0.485	-0.00053039
0.895	0.515	-0.0023811
0.895	0.555	-0.00031794
0.895	0.585	-0.00036051
0.895	0.615	-0.00090143
0.895	0.655	-2.9562e-05
0.895	0.685	-0.00068714
0.895	0.725	0.00078175
0.895	0.755	0.00093365
0.895	0.795	-0.001701
0.895	0.825	0.00076096
0.895	0.855	0.0021289
0.895	0.895	0.00094587
0.895	0.925	-0.00090931
0.895	0.965	0.0032901
0.895	0.995	0.00075911
0.925	0.005	-0.00030964
0.925	0.035	0.0032399
0.925	0.075	0.0021347
0.925	0.105	-0.0013309
0.925	0.145	-0.00030804
0.925	0.175	-0.00053055
0.925	0.205	-0.00024072
0.925	0.245	-0.001589
0.925	0.275	0.00060437
0.925	0.315	0.00092447
0.925	0.345	0.0026416
0.925	0.385	0.00058887
0.925	0.415	0.00024548
0.925	0.445	0.0010558
0.925	0.485	0.00052806
0.925	0.515	-0.00053127
0.925	0.555	0.00073706
0.925	0.585	-0.00078346
0.925	0.615	-5.4383e-05
0.925	0.655	-0.00094131
0.925	0.685	0.00061107
0.925	0.725	0.0022018
0.925	0.755	0.00022368
0.925	0.795	-8.2898e-05
0.925	0.825	0.00070912
0.925	0.855	0.0016532
0.925	0.895	0.0073869
0.925	0.925	0.00048554
0.925	0.965	0.0003691
0.925	0.995	0.0019548
0.965	0.005	-0.00050731
0.965	0.035	-0.0010991
0.965	0.075	0.00099422
0.965	0.105	-0.0013583
0.965	0.145	-0.0024088
0.965	0.175	0.0012123
0.965	0.205	0.00096762
0.965	0.245	0.0024335
0.965	0.275	-0.00038021
0.965	0.315	0.00090033
0.965	0.345	0.0022067
0.965	0.385	0.00060861
0.965	0.415	0.00053097
0.965	0.445	0.0017583
0.965	0.485	-0.00038975
0.965	0.515	0.0035632
0.965	0.555	-0.00040493
0.965	0.585	-0.0011827
0.965	0.615	0.0020626
0.965	0.655	-0.00048917
0.965	0.685	-0.0012335
0.965	0.725	0.0017083
0.965	0.755	0.0014589
0.965	0.795	-0.00027347
0.965	0.825	-0.00076759
0.965	0.855	-0.0025411
0.965	0.895	-0.002242
0.965	0.925	-0.0008254
0.965	0.965	-0.0020648
0.965	0.995	0.0004214
0.995	0.005	-0.00077561
0.995	0.035	0.00033025
0.995	0.075	0.00057506
0.995	0.105	-0.0011648
0.995	0.145	0.0012889
0.995	0.175	-0.00050546
0.995	0.205	-0.00082552
0.995	0.245	0.0022821
0.995	0.275	0.00035959
0.995	0.315	-0.00050959
0.995	0.345	0.00074263
0.995	0.385	0.0019837
0.995	0.415	-0.001908
0.995	0.445	-0.0011671
0.995	0.485	0.00033117
0.995	0.515	0.00046677
0.995	0.555	0.00099705
0.995	0.585	0.001415
0.995	0.615	0.0017382
0.995	0.655	0.001721
0.995	0.685	-0.0018276
0.995	0.725	-0.00020489
0.995	0.755	-0.0029953
0.995	0.795	0.00049798
0.995	0.825	-0.0018038
0.995	0.855	-0.0029721
0.995	0.895	-0.0010281
0.995	0.925	0.00017298
0.995	0.965	0.0044025
0.995	0.995	0.00032221
